Source,Destination,Anchor,Status Code
https://www.hhs.gov/ohrp/education-and-outreach/human-research-protection-training/ohrp-webinars-on-45-cfr-46/index.html,https://primr.org/cip/eligible-programs,Certified IRB Professional (CIP) recertification guidelines,404
https://www.hhs.gov/ohrp/education-and-outreach/human-research-protection-training/ohrp-webinars-on-45-cfr-46/index.html,https://primr.org/cip/eligible-programs,Certified IRB Professional (CIP) recertification guidelines,404
https://www.hhs.gov/ohrp/education-and-outreach/human-research-protection-training/ohrp-webinars-on-45-cfr-46/index.html,https://primr.org/cip/eligible-programs,Certified IRB Professional (CIP) recertification guidelines,404
https://www.hhs.gov/media/4043/modal,https://primr.org/cip/eligible-programs,Certified IRB Professional (CIP) recertification guidelines,404
https://www.hhs.gov/guidance/document/go-info-information-bulletins,https://www.cms.gov/Regulations-and-Guidance/Administrative-Simplification/Subregulatory-Guidance/Downloads/HPIDFinalRuleInformationBulletin.pdf,Health Plan Identifier Final Rule (PDF),404
https://www.hhs.gov/civil-rights/for-providers/civil-rights-covid19/index.html,https://www.fema.gov/media-library-data/1585665472306-991f89fbf5e0f22fe82953f17134f1e2/RAPT2.0_UserGuide_Final.pdf,User Guide,404
https://www.hhs.gov/civil-rights/for-providers/civil-rights-covid19/index.html,https://www.cdc.gov/coronavirus/2019-ncov/downloads/sick-with-2019-nCoV-fact-sheet-tigryna.pdf,Tigryna,404
https://www.hhs.gov/guidance/document/faqs-disposal-phi-full-document-0,https://www.hhs.gov/guidance/sites/default/files/hhs-guidance-documents/disposalfaqs_rem_0.pdf,Download the Guidance Document,404
https://www.hhs.gov/guidance/document/medicare-coverage-general-information-icd-10,https://www.cms.gov/Regulations-and-Guidance/Guidance/Transmittals/2012-Transmittals-Items/CMS1256805,R2421CP,404
https://www.hhs.gov/careers/working-hhs/agencies,https://aspe.hhs.gov/about/offices/hsp%20target=,Office of Human Services Policy,404
https://www.hhs.gov/guidance/document/go-info-information-bulletins,https://www.cms.gov/Regulations-and-Guidance/Administrative-Simplification/Subregulatory-Guidance/Downloads/CRProgramInformationBulletin.pdf,Compliance Review Program (PDF),404
https://www.hhs.gov/guidance/document/providers,https://www.cms.gov/priorities/innovation/initiatives/ACO/,CMS Innovation Center ACOs webpage for the most current Toolkits and Case Studies.,404
https://www.hhs.gov/programs/health-insurance/mental-health-substance-use-insurance-help/index.html,https://www.medicaid.gov/medicaid/benefits/bhs/index.html,Medicaid.gov,404
https://www.hhs.gov/guidance/document/go-info-information-bulletins,https://www.cms.gov/files/document/d0-final-rule-information-bulletin.pdf,Publication of the D.0 Final Rule (PDF),404
https://www.hhs.gov/immunization/who-and-when/pregnant/index.html,https://www.cdc.gov/pertussis/pregnant/mom/safety-side-effects.html,Whooping cough vaccine safety for pregnant women,404
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2017-july-25-26.index.html,https://videocast.nih.gov/live.asp?live=24952&bhcp=1,"July 25, 2017",404
https://www.hhs.gov/about/agencies/dab/different-appeals-at-dab/appeals-to-board/practice-manual/index.html,https://www.hhs.gov/dab/divisions/appellate/regulations/regulations.html,https://www.hhs.gov/dab/divisions/appellate/regulations/regulations.html,404
https://www.hhs.gov/aging/napa/index.html,https://asaging.org/web-seminars/wisconsins-dementia-care-specialist-program-statewide-effort-support-people-living,Learn about the Event,404
https://www.hhs.gov/surgeongeneral/reports-and-publications/youth-mental-health/index.html,https://www.cdc.gov/mentalhealth/stress-coping/parental-resources/index.html,Children’s Mental Health and COVID-19 Parental Resources Kit (CDC),404
https://www.hhs.gov/hipaa/for-professionals/special-topics/emergency-preparedness/index.html,https://www.hhs.gov/sites/default/files/california-wildfires-hipaa-bulletin.pdf,October 2017 California Wildfires Bulletin,404
https://www.hhs.gov/civil-rights/for-providers/civil-rights-covid19/index.html,https://www.cdc.gov/coronavirus/2019-ncov/downloads/COVID19-symptoms.pdf,Symptoms of Coronavirus Disease 2019,404
https://www.hhs.gov/civil-rights/for-providers/civil-rights-covid19/index.html,https://www.cdc.gov/coronavirus/2019-ncov/downloads/COVID19-symptoms.pdf,English,404
https://www.hhs.gov/guidance/document/coronavirus-covid-19-partner-toolkit,https://www.cdc.gov/coronavirus/2019-ncov/downloads/COVID19-symptoms.pdf,COVID-19 Symptoms Infographic,404
https://www.hhs.gov/hipaa/for-individuals/mental-health/index.html,https://www.hhs.gov/sites/default/files/minor-professional-judgment-infographic-12122017.pdf,When may a mental health professional use professional judgment to decide whether to share a minor client’s treatment information with a parent? (infographic),404
https://www.hhs.gov/civil-rights/for-providers/civil-rights-covid19/index.html,https://www.cdc.gov/vaccines/covid-19/clinical-considerations/older-adults-and-disability/access.html,here.,404
https://www.hhs.gov/guidance/document/coronavirus-covid-19-partner-toolkit,https://www.cdc.gov/vaccines/covid-19/clinical-considerations/older-adults-and-disability/access.html,Guidance for Vaccinating Older Adults and People with Disabilities: Ensuring Equitable COVID-19 Vaccine Access,404
https://www.hhs.gov/guidance/document/yupik-psas,https://soundcloud.com/kauffmaninc/protect-young-athletes-yupik ,Audio on SoundCloud,404
https://www.hhs.gov/surgeongeneral/reports-and-publications/skin-cancer/index.html,https://www.cdc.gov/cancer/skin/what_cdc_is_doing/progress_report.htm,Report,404
https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/agreements/north-memorial-health-care/index.html,https://www.hhs.gov/sites/default/files/north-memorial-ra-and-cap-march-2016.pdf,Read the Resolution Agreement,404
https://www.hhs.gov/programs/social-services/homelessness/research/index.html,https://www.cdc.gov/coronavirus/2019-ncov/community/homeless-shelters/index.html,"Resources from the CDC on People Experiencing Homelessness and COVID-19, Centers for Disease Control and Prevention",404
https://www.hhs.gov/programs/social-services/homelessness/resources/index.html,https://www.cdc.gov/coronavirus/2019-ncov/community/homeless-shelters/index.html,COVID-19 Resources to Support People Experiencing Homelessness,404
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/excess-real-property-use-disposal/index.html,https://www.hud.gov/sites/documents/DOC_12360.PDF,Title X of P.L. 102-550,404
https://www.hhs.gov/immunization/diseases/shingles/index.html,https://www.cdc.gov/vaccines/schedules/easy-to-read/adult.html,See the routine vaccination schedule for adults,404
https://www.hhs.gov/immunization/diseases/meningococcal/index.html,https://www.cdc.gov/vaccines/schedules/easy-to-read/adult.html,Adults,404
https://www.hhs.gov/immunization/diseases/hpv/index.html,https://www.cdc.gov/vaccines/schedules/easy-to-read/adult.html,Adults,404
https://www.hhs.gov/immunization/diseases/pertussis/index.html,https://www.cdc.gov/vaccines/schedules/easy-to-read/adult.html,Adults,404
https://www.hhs.gov/immunization/diseases/hepatitis-a/index.html,https://www.cdc.gov/vaccines/schedules/easy-to-read/adult.html,Adults,404
https://www.hhs.gov/immunization/diseases/hepatitis-b/index.html,https://www.cdc.gov/vaccines/schedules/easy-to-read/adult.html,Adults,404
https://www.hhs.gov/immunization/diseases/tetanus/index.html,https://www.cdc.gov/vaccines/schedules/easy-to-read/adult.html,Adults,404
https://www.hhs.gov/ohrp/regulations-and-policy/guidance/engagement-of-survey-firms/index.html,https://www.hhs.gov/ohrp/regulations-and-policy/guidance/engagement-of-survey-firms/regulations-and-policy/regulations/45-cfr-46/index.html,45 CFR 46.102(d),404
https://www.hhs.gov/guidance/document/additional-resources,https://www.thenationalcouncil.org/opioid-use-disorders/,Opioid Use Disorders,404
https://www.hhs.gov/about/agencies/asl/testimony/2024/06/13/checking-in-on-cmmi-assessing-the-transition-to-value-based-care.html,https://www.whitehouse.gov/wp-content/uploads/2022/06/Maternal-Health-Blueprint.pdf,https://www.whitehouse.gov/wp-content/uploads/2022/06/Maternal-Health-Blueprint.pdf,404
https://www.hhs.gov/ohrp/sachrp-committee/recommendations/2012-march-30-letter/index.html,https://www.hhs.gov/ohrp/sachrp-committee/recommendations/2012-march-30-attachment-a/index.html,Attachment A,404
https://www.hhs.gov/programs/social-services/homelessness/programs/index.html,https://www.samhsa.gov/homelessness-programs-resources/grant-programs-services/soar,"SSI/SSDI Outreach, Access, and Recovery (SOAR)",404
https://www.hhs.gov/immunization/diseases/pertussis/index.html,https://www.cdc.gov/pertussis/materials/everyone.html,Learn what whooping cough sounds like,404
https://www.hhs.gov/hipaa/for-professionals/special-topics/emergency-preparedness/index.html,https://www.hhs.gov/sites/default/files/super-typhoon-yutu-hipaa-bulletin.pdf,October 2018 Super Typhoon Yutu Bulletin,404
https://www.hhs.gov/hepatitis/programs-and-initiatives/mapping-hepatitis-elimination-in-action/index.html,https://www.cdc.gov/travel-static/yellowbook/2020/map_4-04.pdf,CDC-identified hepatitis B virus (HBV) endemic areas,404
https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/agreements/bostoncases/index.html,https://www.hhs.gov/sites/default/files/brigham-womens-hospital-ra.pdf,Read the Brigham and Women's Hospital Resolution Agreement,404
https://www.hhs.gov/web/building-and-managing-websites/development-process-and-milestones/website-requirements-checklist/index.html,https://digital.gov/resources/connected-government-act/,Connected Government Act of 2018,404
https://www.hhs.gov/guidance/document/quality-safety-oversight-general-information-national-partnership-dementia-care-resources,https://www.sodexo.com/files/live/sites/com-wwd/files/02%20PDF/Reports/201809_qol-living-with-dementia-report_EN.pdf,"""Treat Me Like A Person, Because That's What I Still Am""",404
https://www.hhs.gov/civil-rights/for-providers/civil-rights-covid19/index.html,https://www.hud.gov/sites/dfiles/FHEO/documents/secretary%20fh%20statement%20covid-19%204.3.20.pdf,HUD Statement on Fair Housing and COVID-19,404
https://www.hhs.gov/vaccines/nvac/members/index.html,https://www.oge.gov/Web/OGE.nsf/Resources/Special+Government+Employees,Special Government Employees,404
https://www.hhs.gov/vaccines/nvac/members/index.html,https://www.oge.gov/Web/OGE.nsf/Resources/Special+Government+Employees,U.S. Office of Government Ethics,404
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2024/alj-cr6460/index.html,https://www.cdc.gov/coronavirus/2019-ncov/your-health/about-covid-19.html,https://www.cdc.gov/coronavirus/2019-ncov/your-health/about-covid-19.html,404
https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/agreements/umass/index.html,https://www.hhs.gov/sites/default/files/umass_ra_cap.pdf,Read the Resolution and Corrective Action Plan,404
https://www.hhs.gov/aging/napa-timeline/index.html,https://www.cdc.gov/aging/pdf/2018-2023-Road-Map-508.pdf,"Healthy Brain Initiative: State and Local Public Health Partnerships to Address Dementia, the 2018-2023 Road Map",404
https://www.hhs.gov/oidp/advisory-committee/blood-tissue-safety-availability/recommendations/index.html,https://www.hhs.gov/oidp/advisory-committee/blood-tissue-safety-availability/meetings/index.html,meeting webpages,404
https://www.hhs.gov/about/agencies/omha/filing-an-appeal/faqs/the-medicare-appeals-program/index.html,https://www.hhs.gov/omha/process/level3/index.html,Level 3 of the Medicare claims appeal process,404
https://www.hhs.gov/about/agencies/omha/filing-an-appeal/faqs/the-medicare-appeals-program/index.html,https://www.hhs.gov/omha/process/level3/index.html,Level 3: OMHA,404
https://www.hhs.gov/immunization/diseases/hepatitis-a/index.html,https://www.cdc.gov/vaccines/hcp/vis/vis-statements/hep-a.html,Read the VIS for the hepatitis A vaccine,404
https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/index.html,https://www.cdc.gov/tobacco/data_statistics/sgr/2012/consumer_booklet/pdfs/consumer.pdf,Consumer Booklet,404
https://www.hhs.gov/programs/topic-sites/sexually-transmitted-infections/plan-overview/toolkit/index.html,https://www.cdc.gov/std/healthcomm/fact_sheets.htm,STI Fact Sheets,404
https://www.hhs.gov/programs/topic-sites/sexually-transmitted-infections/resources/index.html,https://www.cdc.gov/std/healthcomm/fact_sheets.htm,STI Fact Sheets,404
https://www.hhs.gov/programs/topic-sites/sexually-transmitted-infections/plan-overview/index.html,https://www.cdc.gov/std/healthcomm/fact_sheets.htm,Learn more about common STIs,404
https://www.hhs.gov/guidance/document/coronavirus-covid-19-partner-toolkit,https://www.medicare.gov/forms-help-resources/help-fight-medicare-fraud,Medicare fraud page,404
https://www.hhs.gov/guidance/document/physicians-other-health-professionals,https://www.cms.gov/outreach-and-education/outreach/partnerships/lis_outreach_toolkit_numeric_maps,LIS numeric maps,404
https://www.hhs.gov/civil-rights/for-providers/civil-rights-covid19/index.html,https://www.cdc.gov/coronavirus/2019-ncov/downloads/2019-ncov-factsheet-sp.pdf,Spanish,404
https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/agreements/ummc/index.html,https://www.hhs.gov/sites/default/files/UMMC_racap_508.pdf,Read the resolution agreement and corrective action plan.,404
https://www.hhs.gov/surgeongeneral/reports-and-publications/physical-activity-nutrition/walking-executive-summary/index.html,https://www.thecommunityguide.org/pa/environmental-policy/index.html,https://www.thecommunityguide.org/pa/environmental-policy/index.html,404
https://www.hhs.gov/privacy/sorns/hhs-non-exempt-systems/index.html,https://www.hhs.gov/foia/privacy/recordsnotices/09400005.html,09-40-0005,404
https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/index.html,https://www.cdc.gov/tobacco/data_statistics/sgr/2012/consumer_booklet/spanish/pdfs/consumer_spanish.pdf,Consumer Guide (Spanish),404
https://www.hhs.gov/ocr/lgbtqi/index.html,https://www.whitehouse.gov/briefing-room/presidential-actions/2021/02/04/memorandum-advancing-the-human-rights-of-lesbian-gay-bisexual-transgender-queer-and-intersex-persons-around-the-world/,"Memorandum on Advancing the Human Rights of Lesbian, Gay, Bisexual, Transgender, Queer, and Intersex Persons Around the World",404
https://www.hhs.gov/guidance/document/go-info-information-bulletins,https://www.cms.gov/Regulations-and-Guidance/Administrative-Simplification/Subregulatory-Guidance/Downloads/InauguralInformationBulletin.pdf,HIPAA Administrative Simplification Information Bulletin (PDF),404
https://www.hhs.gov/civil-rights/for-providers/civil-rights-covid19/index.html,https://aspr.hhs.gov/at-risk/Pages/engaging_CBO.aspx,Promising Practices for Reaching At-Risk Individuals for COVID-19 Vaccination and Information,404
https://www.hhs.gov/surgeongeneral/reports-and-publications/skin-cancer/executive-summary/index.html,https://www.who.int/uv/publications/en/sunprotschools.pdf,https://www.who.int/uv/publications/en/sunprotschools.pdf.,404
https://www.hhs.gov/ohrp/education-and-outreach/about-research-participation/protegiendo-a-los-voluntarios-que-participan-en-investigaciones/por-que-los-reglamentos/index.html,https://history.nih.gov/research/downloads/nuremberg.pdf,Código de Nuremberg,404
https://www.hhs.gov/immunization/diseases/meningococcal/index.html,https://www.cdc.gov/vaccines/hcp/vis/vis-statements/mening-serogroup.html,Read the VIS for the MenB vaccine,404
